title,price,category,desc
8 Days Japan/Korea/Australia Data Sim Card Unlimited Data - 1st 4 GB 4 G,S$24,Mobile Phones & Tablets - Others,"Expires only on April 2019! Thai SIM card card with roaming. First 4GB 4G speed Remaining unlimited data throttled speed Total 8 days usage. Easy usage - insert SIM card - turn on roaming - that's all! Negotiable if buying 2 or more. 1. Japan 2. South Korea 3. Singapore 4. Malaysia 5. Hong Kong 6. Laos 7. India 8. Taiwan 9. Macao 10. Philippines 11. Cambodia 12. Myanmar 13. Australia 14. Nepal 15. Indonesia 16. Qatar 16. Sri Lanka NEW!

No settings required. 
Negotiable if buying 2 or more.

Australia (Optus), Cambodia (Metfone), Hong Kong (CSL), India (AirTel), Indonesia, Japan (Softbank), Laos (Lao Telecom), Macau (CTM), Malaysia (Maxis), Myanmar (Burma) (MPT), Nepal, Philippines (Globe), Qatar, Singapore (SingTel), South Korea (SK Telecom), Taiwan (Taiwan Mobile)"
